onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.511	ATOM	omit	2248	0	midL	farR
35.6	2.516	BATON	easy	1547	1	midR	midR
57.6	2.519	GIFT	hard	1294	1	midL	midL
79.6	2.514	CONTRACT	omit	1928	1	midR	midR
101.6	2.516	SUDS	hard	1581	1	farL	farL
123.6	2.513	DISTRICT	easy	970	1	midR	midR
145.6	2.515	BRACELET	easy	1272	1	midL	midL
167.6	2.515	COURT	hard	711	1	farR	farR
189.6	2.512	CRANE	omit	911	1	midL	midL
211.6	2.512	PARADE	hard	1965	0	midR	midL
233.5	2.514	HILL	easy	1101	1	farR	farR
255.6	2.512	ROOT	omit	815	1	midL	midL
277.5	2.517	CHASM	hard	1139	1	farL	farL
299.5	2.515	SHELL	easy	1868	1	farL	farL
321.5	2.513	ISSUE	omit	1235	1	farL	farL
343.5	2.517	MAST	omit	1140	1	midR	midR
365.5	2.514	SUMMIT	hard	1671	1	farR	farR
387.5	2.518	ASHES	easy	1231	1	farR	farR
409.5	2.512	APRON	easy	1092	1	midR	midR
431.5	2.513	FIDDLE	hard	1202	1	midL	midL
453.5	2.513	ANCHOR	omit	666	1	midR	midR
475.5	2.512	NOZZLE	hard	867	1	farL	farL
497.5	2.518	PAINT	easy	1966	1	farL	farL
519.5	2.515	RAINBOW	omit	1674	0	midR	farR
541.5	2.528	LABEL	omit	1153	1	farL	farL
563.5	2.515	CANDLE	hard	1741	0	midR	farR
585.5	2.513	DUST	easy	658	0	farL	midL
607.5	2.515	DRAIN	omit	1045	1	farL	farL
629.5	2.516	PARCEL	hard	1370	0	midR	farR
651.5	2.513	MATCH	easy	1801	0	midL	farL
