onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.006	BRACELET	targ_easy	847	1	non-target	non-target
58.1	3.003	SUMMIT	targ_hard	1968	0	target	non-target
90	3.01	MATTER	lure_hard	972	1	non-target	non-target
122	3.009	DISTRICT	targ_easy	1196	1	non-target	non-target
154.1	3.009	IRON	lure_hard	2066	1	target	target
186.1	3.002	CHASM	targ_hard	1349	1	non-target	non-target
218.1	3.008	NOZZLE	targ_hard	1285	1	target	target
250	3.01	DIAL	lure_hard	950	1	non-target	non-target
282	3.005	DUST	targ_easy	702	1	non-target	non-target
314	3.002	MATCH	targ_easy	1554	1	target	target
346.1	3	PARCEL	targ_hard	879	1	target	target
378	3.007	PARADE	targ_hard	1346	1	non-target	non-target
410	3.009	PAINT	targ_easy	1568	0	non-target	target
442	3	SHELL	targ_easy	950	1	target	target
474	3.003	SUDS	targ_hard	966	1	target	target
506	3.007	BRASS	lure_hard	1570	1	target	target
538	3.002	ASHES	targ_easy	1066	0	target	non-target
570	3.001	CANDLE	targ_hard	1326	1	non-target	non-target
602	3.004	APRON	targ_easy	926	1	target	target
634	3.001	COURT	targ_hard	741	1	target	target
666	3.007	GIFT	targ_hard	908	1	non-target	non-target
698	3.003	BATON	targ_easy	2323	0	target	non-target
730	3.001	MUZZLE	lure_hard	692	1	target	target
762	3.004	HILL	targ_easy	1202	1	non-target	non-target
794	3.009	FIDDLE	targ_hard	789	1	target	target
