onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.01	RACKET	lure_easy	1822	1	target	target
58	3.008	PLANE	targ_hard	1418	1	non-target	non-target
90.1	3.009	TICKET	lure_hard	1037	1	non-target	non-target
122	3.004	DITCH	targ_easy	1041	1	non-target	non-target
154	3.007	HOOK	targ_hard	1558	1	target	target
186	3.002	ACRE	targ_easy	997	1	target	target
218	3.003	PUTTY	lure_easy	1425	1	non-target	non-target
250.1	3.001	CINDER	lure_hard	1582	1	non-target	non-target
282	3.01	TRACTOR	targ_hard	1249	0	non-target	target
314	3.007	CAPSULE	targ_easy	1190	0	target	non-target
346.1	3.004	GATEWAY	lure_hard	2378	1	target	target
378	3.008	TIMBER	lure_easy	1416	1	non-target	non-target
410	3	DRUM	lure_easy	1479	1	target	target
442	3.001	BADGE	targ_easy	1165	1	target	target
474	3.009	HIGHWAY	lure_hard	1132	1	non-target	non-target
506	3.008	SAND	targ_hard	1337	1	target	target
538	3.003	COLLAR	targ_easy	925	0	target	non-target
570	3.007	CLIFF	lure_easy	1091	1	non-target	non-target
602	3.002	SHIRT	targ_hard	1248	1	non-target	non-target
634	3.005	COMPASS	lure_hard	1588	1	non-target	non-target
666	3.01	RAVINE	lure_easy	1155	1	non-target	non-target
698	3.008	MARBLE	targ_easy	1105	1	target	target
730	3.003	CAPITOL	targ_hard	1137	0	non-target	target
762	3	TRIPOD	lure_hard	1329	1	non-target	non-target
794	3.002	DRILL	targ_easy	1175	1	non-target	non-target
826	3.003	FLOOD	targ_hard	944	1	non-target	non-target
858	3.005	MACHINE	lure_hard	1067	0	non-target	target
890	3.008	GRAVEL	lure_easy	1094	1	non-target	non-target
922	3.007	PHONE	targ_hard	1017	1	non-target	non-target
954	3.009	PENDULUM	lure_easy	801	1	target	target
986	3.006	PUPPET	lure_hard	918	1	non-target	non-target
1018	3.008	COACH	targ_easy	870	0	non-target	target
