onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.006	BATON	targ_easy	817	1	target	target
58.1	3.007	DIAL	lure_hard	1017	0	non-target	target
90.1	3.001	GIFT	targ_hard	861	1	non-target	non-target
122	3.002	SHELL	targ_easy	703	1	non-target	non-target
154.1	3.008	CANDLE	targ_hard	1729	1	target	target
186	3.005	NOZZLE	targ_hard	837	1	non-target	non-target
218	3.006	HILL	targ_easy	682	1	target	target
250.1	3.01	MUZZLE	lure_hard	952	1	target	target
282.1	3.002	PARCEL	targ_hard	1532	1	non-target	non-target
314	3.003	ASHES	targ_easy	912	1	non-target	non-target
346	3.009	APRON	targ_easy	1916	1	target	target
378.1	3.002	MATTER	lure_hard	912	1	non-target	non-target
410.1	3.007	COURT	targ_hard	1688	0	non-target	target
442	3.01	FIDDLE	targ_hard	859	1	non-target	non-target
474	3.006	DISTRICT	targ_easy	716	1	target	target
506	3.008	SUMMIT	targ_hard	780	0	non-target	target
538	3.005	DUST	targ_easy	671	1	target	target
570	3.009	BRASS	lure_hard	665	1	target	target
602	3.009	PAINT	targ_easy	800	1	non-target	non-target
634	3.004	CHASM	targ_hard	988	1	target	target
666	3.007	IRON	lure_hard	634	1	target	target
698	3.008	SUDS	targ_hard	1693	1	non-target	non-target
730	3.001	MATCH	targ_easy	1966	1	non-target	non-target
762	3.005	PARADE	targ_hard	939	1	target	target
794	3.008	BRACELET	targ_easy	647	1	non-target	non-target
