onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.518	PLANE	hard	2023	1	farL	farL
35.6	2.517	MOON	omit	1371	1	farL	farL
57.6	2.512	DOCK	easy	1027	1	farL	farL
79.6	2.527	SPEAR	omit	827	1	midR	midR
101.6	2.514	ASHES	easy	1478	1	farR	farR
123.6	2.514	CAPSULE	hard	1453	1	farR	farR
145.5	2.515	CANOE	easy	1536	1	farL	farL
167.6	2.516	COACH	omit	774	1	midR	midR
189.5	2.518	TARGET	hard	1009	1	midR	midR
211.6	2.513	ROPE	easy	1917	1	midR	midR
233.5	2.513	SEAT	omit	1223	1	farL	farL
255.6	2.515	VAULT	hard	1382	1	farL	farL
277.5	2.517	LAKE	omit	1218	1	midR	midR
299.5	2.512	LABEL	easy	1639	1	midL	midL
321.5	2.518	CITY	hard	977	1	midL	midL
343.5	2.512	TRACTOR	omit	1983	1	farL	farL
365.5	2.515	PLANK	hard	2009	1	farL	farL
387.5	2.514	ROAD	easy	801	1	midR	midR
409.5	2.517	BUCKLE	hard	977	1	midR	midR
431.5	2.516	SOAP	easy	1164	1	farR	farR
453.5	2.511	LAUNDRY	omit	1889	1	farL	farL
475.5	2.516	DISTRICT	easy	973	1	midL	midL
497.5	2.518	ARMOR	omit	1781	0	midR	farL
519.5	2.513	FLEET	hard	2873810	1	midR	midR
541.5	2.514	GALLON	omit	2220	1	midR	midR
563.5	2.515	TAPE	easy	2364	1	midL	midL
585.5	2.516	PIANO	hard	1541	1	farL	farL
607.5	2.515	HURDLE	easy	2087	1	midL	midL
629.5	2.516	FLAG	omit	1456	1	midR	midR
651.5	2.516	MOUNTAIN	hard	872	1	midR	midR
