onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.001	ROPE	targ_easy	382	1	target	target
58	3.004	PLANE	targ_hard	696	1	non-target	non-target
90	3.006	ROAD	targ_easy	392	1	target	target
122	3.001	PURSE	lure_hard	657	1	target	target
154	3.003	FLEET	targ_hard	417	1	target	target
186	3.003	SOAP	targ_easy	601	1	non-target	non-target
218.1	3.004	CITY	targ_hard	640	1	non-target	non-target
250	3.002	PLANK	targ_hard	466	1	target	target
282	3.006	TAPE	targ_easy	411	1	target	target
314	3.006	TEXTILE	lure_hard	563	1	non-target	non-target
346	3.008	MOUNTAIN	targ_hard	564	1	non-target	non-target
378	3.01	HURDLE	targ_easy	372	1	target	target
410.1	3.003	PIANO	targ_hard	396	1	target	target
442.1	3.01	CANOE	targ_easy	364	1	target	target
474.1	3	DIRT	lure_hard	477	1	target	target
506.1	3.005	DISTRICT	targ_easy	621	1	non-target	non-target
538.1	3.002	CAPSULE	targ_hard	597	1	non-target	non-target
570	3.008	TARGET	targ_hard	503	1	non-target	non-target
602	3	DOCK	targ_easy	360	1	target	target
634	3.001	PIPE	lure_hard	415	1	target	target
666	3.01	ASHES	targ_easy	392	1	target	target
698	3.001	BUCKLE	targ_hard	689	1	non-target	non-target
730	3.006	PARK	lure_hard	418	1	target	target
762	3.001	VAULT	targ_hard	626	1	non-target	non-target
794	3.008	LABEL	targ_easy	570	1	non-target	non-target
