onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.002	LABEL	targ_easy	404	1	target	target
58.1	3.005	PLANK	targ_hard	412	1	target	target
90	3.006	TEXTILE	lure_hard	662	1	non-target	non-target
122	3.005	VAULT	targ_hard	502	1	target	target
154	3.009	CANOE	targ_easy	486	1	target	target
186	3.005	CITY	targ_hard	599	1	non-target	non-target
218	3.005	ROPE	targ_easy	511	1	non-target	non-target
250	3.002	PURSE	lure_hard	648	1	target	target
282	3.004	ASHES	targ_easy	498	1	non-target	non-target
314	3.006	TARGET	targ_hard	561	1	target	target
346	3	BUCKLE	targ_hard	689	1	non-target	non-target
378	3.006	DISTRICT	targ_easy	866	1	non-target	non-target
410	3.006	HURDLE	targ_easy	746	1	non-target	non-target
442	3.003	MOUNTAIN	targ_hard	642	1	target	target
474	3.006	SOAP	targ_easy	540	1	non-target	non-target
506	3.01	CAPSULE	targ_hard	627	1	non-target	non-target
538	3.005	ROAD	targ_easy	389	1	target	target
570	3.009	FLEET	targ_hard	780	1	non-target	non-target
602	3.007	PIPE	lure_hard	501	1	target	target
634	3.01	DOCK	targ_easy	526	1	non-target	non-target
666	3.009	PIANO	targ_hard	685	1	non-target	non-target
698	3.004	DIRT	lure_hard	774	1	non-target	non-target
730	3.008	TAPE	targ_easy	543	1	non-target	non-target
762	3.001	PARK	lure_hard	544	1	non-target	non-target
794	3.006	PLANE	targ_hard	816	1	non-target	non-target
