onset	duration	stim	cond	rt	acc	resp	cresp
14.2	2.514	ASHES	easy	1138	1	midR	midR
35.6	2.516	SEAT	omit	1187	1	farL	farL
57.6	2.512	CAPSULE	hard	1143	1	farL	farL
79.6	2.516	MOUNTAIN	hard	892	1	midL	midL
101.6	2.516	LAUNDRY	omit	1764	1	farL	farL
123.6	2.515	HURDLE	easy	1817	1	midL	midL
145.6	2.516	CITY	hard	1029	1	midL	midL
167.6	2.515	ROPE	easy	1772	0	midL	farL
189.6	2.511	TRACTOR	omit	1201	1	midL	midL
211.6	2.516	PIANO	hard	1278	1	farL	farL
233.6	2.512	SPEAR	omit	714	1	farR	farR
255.6	2.515	SOAP	easy	923	1	midL	midL
277.6	2.513	DOCK	easy	972	1	midL	midL
299.6	2.514	MOON	omit	1012	1	midR	midR
321.6	2.516	TARGET	hard	1087	1	midR	midR
343.6	2.516	DISTRICT	easy	967	1	farL	farL
365.6	2.517	VAULT	hard	936	1	midL	midL
387.6	2.517	ARMOR	omit	1088	1	midR	midR
409.6	2.517	ROAD	easy	751	1	midL	midL
431.6	2.513	COACH	omit	654	1	midR	midR
453.6	2.515	BUCKLE	hard	925	1	midR	midR
475.6	2.518	GALLON	omit	1767	1	farL	farL
497.6	2.517	PLANE	hard	1161	1	midL	midL
519.6	2.516	CANOE	easy	874	1	midL	midL
541.5	2.512	TAPE	easy	1375	1	farL	farL
563.5	2.512	LAKE	omit	807	1	midL	midL
585.5	2.512	FLEET	hard	1064	1	farR	farR
607.6	2.515	FLAG	omit	1691	1	farR	farR
629.5	2.516	PLANK	hard	1435	1	midR	midR
651.5	2.516	LABEL	easy	1412	1	farR	farR
