onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.01	STEEL	targ_easy	949	1	target	target
58.1	3.005	SUDS	lure_hard	1453	1	non-target	non-target
90	3.003	TARGET	targ_hard	1391	1	non-target	non-target
122.1	3.007	LIGHT	targ_hard	1214	1	target	target
154	3.004	RAINDROP	targ_easy	1272	1	target	target
186	3.002	LEVEL	targ_hard	1328	1	target	target
218	3	QUILL	targ_easy	1145	1	target	target
250.1	3.009	BRASS	lure_hard	1704	1	non-target	non-target
282	3.007	PEBBLE	lure_hard	1529	1	target	target
314	3.001	PLUG	targ_hard	1122	1	target	target
346	3.009	CHROME	targ_easy	1266	1	target	target
378	3.004	WHEEL	targ_easy	1419	1	non-target	non-target
410	3.002	WIRE	targ_hard	1195	1	target	target
442	3.009	RACKET	targ_easy	1243	1	non-target	non-target
474	3.008	SIGN	targ_hard	1243	1	target	target
506	3.004	BUBBLE	lure_hard	1268	1	target	target
538	3.008	LEVER	targ_hard	1846	1	non-target	non-target
570	3.004	SWORD	targ_easy	1726	1	non-target	non-target
602	3.006	METAL	targ_easy	1374	0	non-target	target
634	3.003	PORTAL	lure_hard	1207	0	non-target	target
666	3.004	CONTRACT	targ_hard	1118	1	non-target	non-target
698	3.01	MATTRESS	targ_hard	1592	0	target	non-target
730	3	EARTHQUAKE	targ_easy	1439	1	non-target	non-target
762	3.003	BELT	targ_easy	1248	1	non-target	non-target
794	3.005	GIFT	targ_hard	1593	1	non-target	non-target
