onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.008	BUBBLE	lure_hard	1242	1	target	target
58	3.007	EARTHQUAKE	targ_easy	1515	1	non-target	non-target
90	3.009	SIGN	targ_hard	1236	1	non-target	non-target
122	3.008	STEEL	targ_easy	1436	1	non-target	non-target
154	3.003	WIRE	targ_hard	1237	1	non-target	non-target
186	3.002	METAL	targ_easy	1341	1	target	target
218	3.006	CONTRACT	targ_hard	1182	1	target	target
250	3.009	BELT	targ_easy	1366	1	non-target	non-target
282	3.005	MATTRESS	targ_hard	1462	1	target	target
314.1	3.007	LEVEL	targ_hard	1365	1	target	target
346	3.002	WHEEL	targ_easy	1351	1	non-target	non-target
378	3.005	PLUG	targ_hard	1240	1	non-target	non-target
410	3.003	QUILL	targ_easy	1272	1	target	target
442	3.002	LIGHT	targ_hard	1321	1	non-target	non-target
474	3.001	RAINDROP	targ_easy	1305	1	target	target
506	3.006	SUDS	lure_hard	1473	1	target	target
538	3.006	GIFT	targ_hard	1650	1	non-target	non-target
570	3.005	BRASS	lure_hard	1290	1	target	target
602	3.01	CHROME	targ_easy	1379	1	target	target
634	3.009	SWORD	targ_easy	1379	1	target	target
666	3.003	LEVER	targ_hard	1228	1	non-target	non-target
698	3.003	PORTAL	lure_hard	1379	1	non-target	non-target
730	3.004	TARGET	targ_hard	1436	1	target	target
762	3.008	RACKET	targ_easy	1221	1	target	target
794	3.003	PEBBLE	lure_hard	1654	1	target	target
